Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
168.4334,0.1025391,1.001953,-0.1386719,0.59375,-4.15625,-1.59375,0.09960938,1.007813,-0.1054688,0.65625,0.34375,1.875,189.3946,175.84
168.4651,0.1025391,1.001953,-0.1386719,0.59375,-4.15625,-1.59375,0.09960938,1.007813,-0.1054688,0.65625,0.34375,1.875,189.3946,175.84
168.4984,0.1025391,1.001953,-0.1386719,0.59375,-4.15625,-1.59375,0.07519531,0.9628906,-0.1484375,0.09375,-0.6875,1.28125,187.9387,175.84
168.5357,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.07519531,0.9628906,-0.1484375,0.09375,-0.6875,1.28125,187.9387,175.1532
168.5665,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1904297,1.029297,-0.1181641,0.28125,-1.84375,1.625,187.9387,175.1532
168.5994,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1904297,1.029297,-0.1181641,0.28125,-1.84375,1.625,187.9387,175.1532
168.6348,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1445313,0.9873047,-0.15625,0.84375,-0.1875,1.21875,187.9387,175.7911
168.6664,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1445313,0.9873047,-0.15625,0.84375,-0.1875,1.21875,187.9387,175.7911
168.6991,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.078125,1.051758,-0.1113281,0,-0.25,1.5625,187.9387,175.6169
168.7327,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.078125,1.051758,-0.1113281,0,-0.25,1.5625,187.9387,175.6169
168.7664,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.09277344,0.9697266,-0.1582031,1.28125,1.15625,0.71875,187.9387,175.6169
168.7997,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.09277344,0.9697266,-0.1582031,1.28125,1.15625,0.71875,186.8861,175.3055
168.8332,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1181641,1.048828,-0.21875,0,0.59375,1.5,186.8861,173.8273
168.8675,0.03808594,1.155273,-0.1044922,0.78125,1.09375,0.15625,0.1181641,1.048828,-0.21875,0,0.59375,1.5,186.8861,173.8273
168.9002,-0.1142578,0.9658203,-0.2021484,-0.6875,-0.3125,2.3125,0.1181641,1.048828,-0.21875,0,0.59375,1.5,186.8861,173.6737
168.9337,-0.0390625,0.9501953,-0.1240234,-0.0625,-3.125,2.78125,0.1835938,1.105469,-0.1494141,1.15625,0.21875,0.15625,186.8861,173.6737
168.9673,-0.0390625,0.9501953,-0.1240234,-0.0625,-3.125,2.78125,0.1835938,1.105469,-0.1494141,1.15625,0.21875,0.15625,186.8861,173.6737
169.0011,-0.0390625,0.9501953,-0.1240234,-0.0625,-3.125,2.78125,0.1865234,1.003906,-0.2109375,0.65625,0.46875,1.3125,186.8861,173.5596
169.0346,-0.0390625,0.9501953,-0.1240234,-0.0625,-3.125,2.78125,0.1865234,1.003906,-0.2109375,0.65625,0.46875,1.3125,186.8861,173.5596
169.0677,-0.07519531,1.040039,-0.08691406,0.65625,-2.09375,3.40625,0.1552734,1.039063,-0.171875,0.46875,0.96875,0.78125,186.8861,173.5596
169.1018,-0.07519531,1.040039,-0.08691406,0.65625,-2.09375,3.40625,0.1552734,1.039063,-0.171875,0.46875,0.96875,0.78125,186.8861,173.4821
169.1353,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.125,1.039063,-0.1640625,0.03125,0,-0.5625,186.8861,173.4821
169.1683,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.125,1.039063,-0.1640625,0.03125,0,-0.5625,186.5882,173.7896
169.2015,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.125,1.039063,-0.1640625,0.03125,0,-0.5625,186.5882,172.8886
169.235,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.125,1.039063,-0.1640625,0.03125,0,-0.5625,186.5882,172.8886
169.2683,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.125,1.039063,-0.1640625,0.03125,0,-0.5625,186.5882,172.8886
169.3028,-0.02636719,0.96875,-0.1044922,-0.8125,-2.59375,1.4375,0.09960938,0.9716797,-0.1279297,0.59375,0.96875,0.28125,186.5882,172.8886
169.3626,0.001953125,1.020508,-0.2119141,-0.625,-0.125,0.78125,0.109375,1.00293,-0.2060547,-0.625,-0.9375,-0.25,187.7217,172.9605
169.3871,0.001953125,1.020508,-0.2119141,-0.625,-0.125,0.78125,0.1679688,0.9941406,-0.1875,-0.5,-2.21875,0.15625,187.7217,173.47
169.4269,0.001953125,1.020508,-0.2119141,-0.625,-0.125,0.78125,0.09179688,0.9716797,-0.109375,0.03125,-0.6875,0.53125,187.7217,189.8456
169.4683,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1132813,1.012695,-0.1611328,0.21875,-1.59375,-0.125,187.7217,189.8456
169.486,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1132813,1.012695,-0.1611328,0.21875,-1.59375,-0.125,187.7217,187.8608
169.5196,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1132813,1.012695,-0.1611328,0.21875,-1.59375,-0.125,180.0424,187.8608
169.5534,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1132813,1.012695,-0.1611328,0.21875,-1.59375,-0.125,180.0424,187.8608
169.5872,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1591797,0.9638672,-0.1728516,0.15625,-0.125,0.09375,180.0424,180.2019
169.6199,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.1591797,0.9638672,-0.1728516,0.15625,-0.125,0.09375,180.7286,180.2019
169.6534,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.09960938,0.9746094,-0.1552734,0.21875,-1.34375,-0.25,180.7286,180.1412
169.6869,-0.1611328,0.9462891,-0.08886719,-1.78125,0.90625,0.34375,0.09960938,0.9746094,-0.1552734,0.21875,-1.34375,-0.25,180.7286,180.1412
169.7203,-0.04785156,0.9677734,-0.07910156,0.09375,0.34375,0.78125,0.1630859,0.9785156,-0.1503906,0.21875,-1.1875,-0.0625,180.7513,179.9843
